id,y
392,112.47882
393,112.319855
395,94.72001
396,105.00364
399,78.292114
406,112.262886
408,112.262886
409,93.70348
410,77.93298
412,112.4991
413,93.25716
419,93.711174
420,112.55946
421,93.25716
430,103.11247
434,93.92241
436,94.340294
437,93.59805
438,93.38273
439,112.44263
440,93.76682
443,112.50945
446,94.33121
448,93.28504
452,94.03216
453,103.83763
457,104.32291
458,93.97478
459,114.479256
460,103.80823
462,104.76323
464,103.788376
465,115.85544
467,116.034676
471,112.56891
472,77.86256
473,94.09365
475,94.32257
480,94.7318
488,112.25181
490,112.262886
491,103.82243
492,78.391785
493,93.78386
497,93.72105
498,112.38318
499,94.61127
500,103.599846
501,93.98948
502,112.451096
506,78.963684
510,112.21418
511,93.211586
512,93.54603
516,93.66931
518,93.6639
519,112.46649
521,93.50865
522,112.54224
526,112.543045
529,94.939995
532,112.452385
533,93.513245
536,112.75478
537,102.98919
539,94.4835
540,103.82243
541,94.32257
543,93.827736
546,112.49416
547,93.56918
548,79.20231
551,93.6694
552,103.829414
556,104.488495
557,94.77535
558,112.59731
559,94.472145
560,105.98617
562,106.03844
566,94.697426
570,112.38318
571,93.59805
572,104.65244
573,94.46872
575,115.85544
576,112.34241
577,93.97106
579,93.44581
580,112.467026
581,112.50012
589,112.262886
591,103.284706
593,94.43544
594,102.96056
595,94.19645
598,93.64323
602,112.47614
604,112.40247
606,111.747284
608,94.45512
609,103.87061
610,93.96044
616,112.41379
617,94.68681
618,102.83574
620,103.967636
622,111.25718
623,93.26036
624,110.06575
626,112.429276
628,112.47443
629,93.88641
630,112.43903
637,94.540596
638,104.46294
643,92.64052
645,94.7318
646,116.33784
648,95.255104
652,94.697426
653,93.5939
654,112.38318
656,112.40263
657,94.18397
659,91.64054
660,103.96273
663,93.91762
664,112.44826
666,104.25453
668,112.3551
669,91.89333
671,94.80753
675,93.65913
677,93.711975
678,111.70978
679,104.54969
682,94.79185
685,103.78873
687,94.12717
688,93.243996
693,110.57623
696,95.944084
698,94.40861
701,94.58217
704,104.54685
705,115.377625
709,112.16791
710,93.35922
711,104.068474
712,94.70059
714,111.86911
715,93.59127
716,111.75245
717,93.86555
720,115.353035
721,93.44669
724,102.76966
725,94.26259
726,111.82185
728,112.02631
731,93.593185
734,103.91966
738,93.801476
745,111.75597
746,93.34204
751,78.23189
754,93.41502
756,93.730255
758,94.503685
759,113.37625
761,115.42776
766,94.11788
767,112.09583
768,93.07515
769,112.0806
770,94.573784
771,78.385315
772,103.81768
773,93.48186
774,111.9396
776,112.020706
777,93.7509
780,115.294304
782,103.65613
787,103.22528
788,94.294556
792,93.07515
793,112.14395
798,93.83109
800,93.27374
806,111.75245
809,112.003136
811,112.13128
812,93.401215
814,115.36178
816,103.63922
817,94.283226
818,109.2898
820,111.80554
823,93.79491
829,93.2636
830,113.46744
831,93.04058
834,111.97932
839,93.554054
841,78.82028
844,103.70423
845,93.79526
848,93.43257
850,95.8465
851,103.765816
852,91.67769
854,93.24711
855,94.84511
856,103.747505
859,103.55446
861,111.9396
864,93.49898
865,111.9396
866,93.665115
867,93.23613
869,94.688576
871,93.53688
872,111.75245
882,103.22567
883,93.735886
885,94.117966
888,95.97483
893,111.75245
901,111.4249
903,103.65613
904,94.47602
905,103.81768
910,94.572655
911,111.90699
914,112.17299
918,111.98637
921,93.07195
928,93.48186
929,103.80699
932,92.13974
933,105.03649
934,94.572655
935,112.03881
937,78.34328
939,94.294556
940,103.57268
941,93.621574
942,103.52819
943,94.39866
944,103.770615
947,111.75245
949,111.75192
951,111.62038
952,94.39096
953,103.65613
954,78.331436
957,112.014725
959,93.24431
960,114.98169
963,115.36178
965,111.75245
967,103.7531
971,93.89107
972,78.2957
973,94.282906
974,112.03822
975,94.751945
978,117.415504
980,112.028076
981,94.41216
984,112.225044
986,94.572655
988,93.07515
989,111.91574
990,103.3523
992,111.4249
996,93.41146
999,111.946106
1000,93.39912
1001,111.9396
1002,93.12544
1003,112.020706
1004,93.07195
1008,111.98535
1009,91.48934
1010,105.31258
1012,116.75018
1013,93.49122
1014,112.12449
1015,93.55151
1016,115.353035
1019,93.53782
1020,111.91649
1021,94.572655
1022,104.54127
1024,94.572655
1025,79.0714
1027,94.674675
1028,103.78873
1029,94.5268
1030,94.24506
1033,112.047844
1036,93.808235
1037,111.59031
1038,93.34115
1042,94.294556
1043,103.61684
1044,93.52868
1045,112.00741
1047,114.39156
1050,93.641396
1051,111.75245
1054,93.79491
1056,94.41216
1057,93.735886
1059,94.39411
1062,99.51709
1063,104.427475
1064,94.41216
1066,93.5388
1070,103.75913
1076,112.00741
1077,102.00457
1078,112.048645
1080,111.889915
1082,112.17716
1083,95.96439
1089,112.12331
1091,96.421425
1093,95.12397
1097,95.24198
1099,94.184235
1101,94.99058
1103,94.86452
1104,112.6233
1106,112.619
1109,94.10617
1110,112.53054
1111,94.63829
1112,114.86535
1114,94.43017
1116,94.47089
1117,112.69179
1120,94.370346
1124,112.765434
1125,94.03866
1126,112.576584
1134,112.56397
1137,94.17683
1138,112.61766
1144,112.53097
1145,94.60094
1146,94.1894
1148,94.873604
1150,94.35559
1152,104.289734
1153,95.05678
1154,103.80441
1155,94.93868
1157,93.8523
1162,94.95353
1165,112.785385
1166,94.4358
1167,104.75779
1168,94.99058
1169,103.89285
1171,116.248116
1172,95.36786
1173,103.89285
1174,94.27428
1176,95.55071
1177,104.28039
1178,94.052246
1182,112.72785
1186,94.99058
1187,112.904945
1188,94.433815
1189,116.25881
1191,103.81917
1192,94.95353
1197,112.38147
1198,94.02853
1200,78.52044
1201,94.5323
1203,95.261375
1209,116.24512
1214,104.742805
1218,112.04736
1222,94.30517
1226,95.09613
1228,94.63351
1230,94.03637
1232,78.67943
1233,96.18333
1236,114.71909
1238,94.213295
1241,112.53097
1244,105.20025
1246,94.31673
1247,112.71759
1250,112.71281
1251,94.298874
1254,112.7507
1255,93.90822
1256,111.97205
1257,93.92398
1258,93.977516
1259,112.53097
1260,95.071465
1263,112.51927
1267,78.57254
1268,112.62072
1271,94.93868
1272,112.51927
1274,104.41512
1275,94.95353
1276,112.51927
1277,93.931816
1279,94.1894
1281,94.514725
1282,94.433815
1283,112.58996
1285,112.68626
1286,94.17683
1289,112.62969
1296,112.87313
1299,94.35559
1301,94.05978
1306,94.18181
1307,94.013596
1308,94.320816
1313,112.51927
1314,95.143616
1315,112.53054
1316,94.34326
1317,112.51927
1319,94.213524
1323,94.99058
1324,104.26323
1325,94.30377
1328,104.879395
1329,94.99588
1330,112.538376
1331,94.42148
1332,103.83313
1337,95.17347
1338,112.443214
1339,94.11083
1340,112.63463
1343,112.49862
1347,104.291626
1348,93.94414
1349,104.22352
1352,93.997055
1354,95.43273
1359,112.61895
1360,94.90999
1363,112.45614
1364,96.34362
1365,104.20553
1366,94.75023
1372,94.83941
1375,104.36336
1376,94.23374
1378,93.96797
1379,112.92363
1380,94.90999
1381,103.80813
1384,112.30106
1387,94.17462
1388,112.57369
1392,78.52467
1394,104.72253
1395,94.87587
1396,112.45614
1398,93.951256
1399,112.45614
1400,94.26524
1401,94.2279
1403,94.39613
1404,112.41893
1406,112.45614
1407,94.27801
1408,112.45614
1410,78.49184
1412,112.45614
1413,94.5874
1415,94.99098
1420,112.45614
1422,111.884254
1423,107.61959
1424,112.45614
1425,94.88645
1426,78.49184
1427,95.127556
1429,93.7695
1430,112.524796
1431,95.43273
1432,104.173035
1434,112.68325
1437,94.80654
1438,104.359375
1440,112.61186
1441,112.524796
1442,93.827156
1444,112.603645
1445,94.99098
1446,104.19246
1448,93.50807
1453,94.12313
1454,112.45614
1455,94.80654
1456,112.51954
1458,112.45614
1459,93.78636
1461,94.34438
1465,94.17462
1466,112.538376
1469,94.90999
1472,94.12313
1474,94.31146
1477,112.64183
1479,112.44697
1482,93.85758
1483,78.45614
1487,95.157135
1488,112.50977
1490,112.67084
1492,111.7101
1494,116.122406
1496,103.08229
1497,94.50251
1499,95.30727
1502,93.72963
1507,112.56526
1508,93.997055
1509,112.4452
1511,93.924736
1512,112.72818
1513,115.75306
1514,103.83719
1518,112.72328
1519,93.58382
1522,112.61874
1524,78.453674
1527,93.827156
1529,94.004715
1532,104.07517
1536,112.70566
1537,116.15204
1539,105.089195
1542,112.508865
1543,94.23374
1544,104.10694
1545,79.3863
1550,94.23374
1551,112.5065
1554,106.33526
1556,104.19663
1559,93.655334
1560,78.5737
1562,95.040955
1566,93.58382
1567,112.71968
1569,104.010284
1570,114.74508
1571,112.61266
1574,93.997055
1578,104.15898
1580,94.011086
1583,112.78958
1584,93.997055
1585,112.75721
1586,97.01775
1587,112.73489
1588,93.58382
1590,115.80308
1592,103.371864
1596,112.38945
1598,112.32521
1599,94.27801
1604,114.778244
1606,103.434044
1607,94.5874
1608,103.37689
1609,116.15503
1611,94.57031
1613,94.907
1616,95.451706
1619,112.648384
1620,93.85593
1621,112.695984
1622,93.74058
1625,111.88885
1627,116.15503
1629,112.56569
1634,94.74092
1636,94.128784
1638,104.010284
1639,93.82581
1641,95.127556
1643,94.87587
1644,103.42916
1645,116.122406
1646,94.18738
1647,106.33957
1648,94.63608
1652,94.011086
1653,112.69808
1656,94.55688
1658,94.27801
1659,112.4674
1661,94.427826
1663,94.5874
1664,112.65483
1665,94.79171
1666,104.19663
1667,103.772446
1668,78.694435
1669,103.34146
1670,94.87587
1672,112.738495
1674,112.80093
1677,112.50977
1678,93.826935
1679,112.680504
1680,94.066956
1683,104.226295
1686,104.27
1687,111.90176
1689,112.85403
1690,93.90992
1691,116.14329
1692,112.84854
1693,93.997055
1695,94.138794
1696,94.12313
1697,112.4674
1700,104.19663
1701,94.945206
1702,112.72882
1703,93.47406
1704,112.61455
1706,95.35099
1707,113.07984
1708,94.91813
1710,94.888084
1711,104.20687
1713,104.725525
1717,104.127594
1719,104.15898
1720,94.27801
1722,94.68217
1725,103.67278
1726,94.922386
1727,104.44038
1729,112.55592
1730,94.011086
1731,112.46745
1733,104.19663
1734,94.70149
1735,111.884254
1738,94.907
1742,94.12515
1745,112.80093
1747,94.945206
1749,95.39201
1751,95.41949
1752,81.45158
1753,105.75733
1754,94.46723
1755,94.822136
1756,105.49633
1758,113.16399
1759,94.99298
1760,105.51736
1761,113.28876
1762,93.82617
1763,112.70028
1764,92.71723
1766,95.64293
1768,94.68113
1769,81.441826
1771,112.7156
1772,94.47287
1773,105.10829
1774,95.63955
1775,112.6883
1777,112.9106
1779,94.99298
1780,105.693
1787,93.72333
1788,94.182076
1790,95.0672
1796,112.93639
1801,93.84935
1803,95.10574
1807,112.940056
1809,113.36987
1812,94.089745
1813,112.85214
1814,94.86216
1815,112.8748
1816,95.0546
1818,93.68776
1820,94.359505
1821,115.1329
1822,94.641495
1825,93.814316
1826,104.67764
1828,95.387596
1831,104.35988
1836,112.834015
1837,94.22628
1841,94.5902
1844,103.41007
1848,94.4562
1851,105.81559
1852,96.886505
1853,94.064354
1854,112.67884
1856,94.65025
1859,113.3876
1860,95.410614
1861,81.50309
1863,104.62904
1865,94.4857
1866,105.61335
1867,95.27768
1868,93.72333
1872,94.67246
1879,94.749916
1880,104.56051
1882,94.58898
1885,104.687775
1887,104.35156
1888,92.68943
1890,116.3501
1894,95.19998
1895,103.62296
1896,95.18872
1897,112.82298
1900,112.86447
1901,94.44593
1902,113.17618
1905,93.852974
1906,112.6254
1912,104.60235
1915,95.31981
1916,104.3151
1917,95.44707
1918,104.28337
1920,81.45884
1923,94.84299
1924,104.64411
1925,95.0672
1930,116.58568
1932,112.658104
1933,94.00602
1934,113.268234
1935,94.44593
1940,81.34441
1941,93.98285
1942,112.60085
1943,94.61605
1944,93.91968
1945,112.09952
1948,116.514435
1949,94.44202
1952,94.69869
1954,94.26933
1955,112.658104
1958,94.18005
1959,81.186195
1960,112.70028
1963,94.641495
1965,94.486786
1968,104.68408
1969,96.86617
1971,94.98623
1972,112.75414
1973,93.84523
1975,93.84523
1977,94.59665
1978,95.0342
1979,112.63055
1981,93.84523
1982,112.952065
1987,112.7543
1988,93.84523
1993,94.34056
1997,94.14261
1999,95.37723
2001,95.18963
2002,115.11489
2003,94.32882
2004,82.170845
2006,112.6183
2007,96.125694
2009,105.70802
2010,94.8642
2013,95.20557
2018,81.28574
2022,104.40442
2024,112.7005
2025,95.20257
2026,104.26696
2030,105.69794
2031,94.11362
2032,104.60235
2033,95.29577
2035,94.25967
2036,112.61911
2037,94.064354
2040,95.18963
2043,113.03935
2044,105.42059
2046,104.725426
2054,113.18757
2055,94.740875
2056,105.693
2059,93.8263
2060,94.44593
2062,94.54042
2063,112.66939
2066,95.19998
2067,112.421715
2072,95.29095
2073,113.1676
2074,94.4821
2075,112.39342
2076,94.29213
2080,94.58492
2082,94.44593
2085,111.37581
2087,113.208565
2091,112.69738
2092,95.06612
2093,105.693
2098,94.48891
2101,112.70028
2102,93.68776
2103,81.34441
2105,105.61335
2106,94.97812
2107,113.47409
2110,94.66921
2114,94.69946
2115,112.60085
2117,82.16258
2118,93.02967
2119,104.280685
2120,95.387596
2122,94.466286
2123,112.88245
2126,94.98623
2127,104.297295
2128,94.5902
2129,112.61299
2132,94.833534
2135,104.62879
2138,94.44008
2139,116.58568
2141,111.946106
2142,94.1801
2146,95.11576
2151,112.95788
2157,103.61304
2159,113.229675
2162,94.93538
2164,116.29036
2167,93.827515
2168,112.56768
2171,94.1828
2173,94.958336
2174,104.301025
2175,94.17256
2178,94.93538
2180,95.1071
2185,112.619865
2189,94.05301
2190,112.12325
2192,103.37152
2194,115.22835
2200,112.470245
2201,94.19618
2203,112.57734
2204,94.19618
2205,112.79491
2209,111.918564
2213,104.1054
2214,93.90835
2215,112.88519
2216,94.18145
2218,93.86058
2219,104.93322
2220,94.990715
2222,93.4516
2223,112.546585
2225,112.95249
2226,94.782135
2230,94.176735
2233,112.094925
2234,112.79491
2235,94.19618
2236,78.71526
2237,93.82138
2240,114.73277
2241,94.394966
2248,104.3347
2249,95.09241
2250,112.12112
2252,112.56768
2253,94.61821
2254,112.595055
2256,79.00402
2258,94.187515
2259,112.41094
2262,95.11744
2265,94.950226
2266,104.27889
2269,94.254906
2271,95.57938
2273,93.95255
2274,112.41186
2275,94.19618
2277,93.91238
2279,94.19618
2280,78.71526
2282,95.1071
2283,103.771454
2288,93.71421
2289,112.35312
2291,94.66131
2292,116.287254
2297,94.990715
2298,104.304756
2299,94.58393
2300,112.738495
2301,94.08889
2304,94.64046
2305,104.00646
2306,95.11744
2308,94.1488
2309,112.443054
2311,96.03361
2312,104.02114
2316,103.74439
2321,104.29913
2322,112.564186
2325,104.03767
2326,94.226685
2329,116.287254
2330,93.90822
2331,104.06867
2332,112.12325
2333,95.11744
2334,103.70997
2335,111.97221
2337,112.76506
2338,94.417336
2340,112.12325
2342,94.53063
2345,94.32617
2349,95.92592
2351,78.8261
2352,94.94941
2354,112.519485
2355,115.25533
2357,112.95249
2358,94.47089
2360,94.87985
2361,112.519485
2364,94.052246
2366,95.78861
2369,104.28237
2370,95.08225
2371,112.08049
2373,117.12115
2374,94.35856
2376,112.802055
2378,111.921555
2382,95.573586
2383,94.19793
2386,103.75953
2387,95.48348
2389,94.30458
2390,112.26535
2392,93.99199
2398,112.12325
2399,94.97219
2400,94.89564
2401,112.59795
2402,94.48052
2404,94.43071
2407,112.73452
2408,112.29758
2409,112.521095
2412,80.11544
2413,95.45895
2415,94.35564
2420,112.41802
2422,94.61054
2423,103.57016
2426,94.96979
2432,94.21316
2434,94.181946
2435,94.31933
2436,112.63259
2438,111.88746
2440,112.54878
2443,94.18383
2444,94.16156
2447,104.3347
2450,94.936874
2454,94.342766
2455,112.654884
2459,95.11744
2460,112.902306
2463,94.43377
2465,94.23796
2468,78.76715
2469,94.19618
2474,94.191376
2478,94.39641
2480,94.16156
2481,114.73277
2489,95.1071
2490,105.19423
2492,93.92398
2496,95.11744
2497,112.68878
2500,94.93909
2505,95.1071
2507,94.01077
2508,112.79491
2509,95.20597
2510,80.54026
2513,93.70322
2515,95.1071
2518,94.19793
2519,112.29201
2520,94.19793
2521,112.9553
2523,112.776726
2525,94.22583
2529,111.43313
2530,93.36933
2533,111.697044
2535,93.118256
2538,102.695984
2544,111.57557
2553,111.33482
2556,93.02731
2558,93.17551
2559,115.850685
2560,93.338745
2561,111.375755
2562,93.231415
2563,111.3466
2564,93.464386
2565,110.72972
2567,103.28348
2572,93.60979
2575,94.130714
2576,113.49162
2577,93.46492
2578,94.16757
2579,111.04904
2580,93.3606
2582,111.3353
2583,93.68052
2587,93.426155
2589,111.37544
2590,94.764145
2591,111.43313
2594,93.4303
2597,93.98984
2598,102.925514
2599,91.671745
2600,101.82851
2602,111.16157
2603,93.60979
2604,103.44401
2606,109.96052
2607,78.21491
2608,93.6891
2613,111.42718
2614,93.65502
2615,111.42054
2617,111.38633
2620,93.62367
2623,111.39828
2624,93.8511
2627,111.42718
2629,78.21491
2630,93.51084
2632,94.432915
2636,93.64836
2639,94.76803
2640,103.05413
2642,111.43313
2644,102.973274
2646,110.08822
2647,93.594574
2649,93.54031
2650,106.692406
2652,102.973274
2653,101.94126
2655,107.97442
2657,110.781105
2659,111.09776
2662,93.52729
2663,113.90491
2664,94.151276
2665,102.53657
2670,93.91238
2671,103.03035
2672,91.62359
2675,102.973274
2677,109.89416
2679,111.17042
2683,111.358765
2684,93.754524
2685,93.35228
2688,103.03492
2689,94.607834
2690,103.54448
2693,94.78087
2694,111.306526
2697,99.69601
2699,94.29743
2703,93.26245
2705,102.99915
2709,78.921074
2710,93.38051
2711,111.396736
2712,91.50911
2713,94.26448
2714,111.359566
2715,93.53332
2717,93.01676
2718,113.0841
2720,111.34093
2721,93.82031
2726,94.19816
2728,93.4877
2731,102.61419
2732,111.10926
2734,93.72333
2736,102.92134
2737,93.94884
2738,102.46134
2739,111.72501
2746,93.16706
2749,102.44439
2751,114.71488
2752,103.62569
2753,93.5244
2757,103.62697
2758,94.2741
2759,110.94536
2760,94.880394
2762,111.40301
2764,94.35654
2765,111.25765
2769,111.336945
2771,111.46794
2774,93.745674
2776,93.43618
2777,111.79482
2778,92.81065
2779,111.46507
2782,92.729126
2784,93.947586
2787,93.232216
2789,91.52019
2792,93.99118
2798,94.252884
2799,103.02328
2800,93.86676
2801,79.13289
2802,93.13473
2804,93.49858
2807,102.86325
2808,94.26515
2809,115.541855
2811,114.64456
2812,93.86506
2814,93.0059
2816,93.87652
2817,111.354355
2818,110.90605
2820,111.154465
2821,79.085625
2822,94.19816
2823,103.04946
2824,93.829346
2826,93.67338
2829,93.18084
2834,93.347565
2835,78.66131
2838,94.049736
2839,111.2017
2840,93.040184
2841,111.047874
2842,94.231224
2846,111.21941
2848,94.46039
2849,93.362656
2850,111.359566
2851,94.182304
2853,93.26934
2854,111.43313
2858,111.5344
2861,94.578026
2864,92.81065
2865,113.90491
2866,111.315285
2867,93.3606
2868,111.36323
2870,111.3311
2877,94.74892
2878,111.42718
2880,111.352394
2882,78.66371
2883,94.757545
2884,103.027695
2885,93.40936
2887,94.22098
2888,109.88944
2889,94.012474
2890,102.9691
2891,95.245384
2892,114.773315
2893,93.94203
2898,111.385
2899,93.73374
2900,111.221954
2901,93.42072
2909,94.46692
2910,111.234795
2911,111.111435
2913,111.176994
2914,94.64615
2918,92.88707
2919,111.47076
2920,93.40647
2921,111.42718
2922,91.921684
2923,102.53314
2925,111.773186
2926,93.3606
2927,111.45056
2929,111.34093
2933,93.27526
2934,111.391266
2936,111.857796
2941,103.83986
2942,94.12102
2943,112.42531
2945,104.73691
2950,93.907814
2951,112.626144
2953,115.828705
2954,94.25018
2955,104.07517
2956,95.48285
2960,95.46837
2962,94.540146
2963,105.2312
2964,104.19246
2966,78.697586
2967,94.38722
2968,112.8084
2969,93.67753
2971,93.44946
2972,94.93624
2974,100.35775
2975,112.78291
2977,116.13005
2980,112.712105
2981,94.23953
2983,94.86415
2984,105.09591
2985,116.17148
2986,104.56919
2987,94.93624
2989,92.00601
2990,112.629745
2991,94.58113
2992,78.60406
2995,100.2573
2996,103.187485
3002,118.43208
3004,112.77812
3005,116.18638
3006,94.981926
3010,95.43346
3011,104.043465
3014,93.83852
3015,94.24241
3016,94.90148
3017,114.75936
3018,93.81311
3021,103.39612
3024,104.15898
3028,93.78189
3030,93.74344
3032,94.35991
3039,94.73627
3040,105.149796
3041,94.50891
3043,94.301476
3044,112.668205
3046,112.2722
3055,93.527695
3056,112.59806
3058,93.92089
3059,111.93356
3061,116.159676
3063,104.3153
3066,94.97083
3067,104.15898
3068,78.451805
3069,94.479
3072,115.7843
3073,112.74597
3074,94.96263
3077,93.79588
3082,94.76781
3084,100.2573
3085,113.672356
3088,104.19663
3091,94.36688
3092,112.65574
3093,95.450294
3094,103.7618
3096,112.76387
3097,94.105225
3098,79.04374
3102,115.85135
3106,94.19609
3109,94.12106
3111,94.14288
3112,116.18638
3113,94.49792
3115,94.66194
3116,112.64349
3117,94.39371
3121,112.8466
3122,94.1357
3123,94.93411
3124,104.86734
3125,94.90148
3126,103.705414
3127,116.150925
3129,94.21541
3130,112.70453
3132,104.773026
3134,104.87179
3135,95.3705
3137,78.43766
3138,94.887856
3140,92.43392
3144,112.683624
3145,94.93266
3146,112.556244
3147,94.23482
3148,104.343956
3149,104.060684
3150,112.70764
3151,94.26758
3152,94.97083
3155,96.06118
3156,112.92277
3159,93.57489
3161,95.12497
3162,104.08967
3163,95.380005
3165,103.41299
3172,94.26893
3173,112.74355
3176,94.425804
3177,104.20846
3179,112.78291
3183,94.2013
3186,94.94865
3187,103.71091
3189,112.39395
3190,94.38826
3192,116.150925
3193,94.26893
3194,112.65348
3197,94.886635
3198,94.260475
3200,94.15478
3201,116.17989
3202,94.260475
3204,95.00204
3205,93.8536
3206,112.74248
3208,103.98321
3210,103.618965
3211,94.97083
3212,116.159676
3213,93.89675
3214,112.545456
3216,104.19246
3219,94.12883
3220,112.20306
3221,94.49792
3226,107.523
3227,95.48294
3228,113.463974
3229,94.55611
3232,78.49311
3233,95.01699
3234,94.11918
3236,94.92393
3238,112.77205
3239,112.786835
3240,93.6485
3247,112.43673
3249,104.06148
3252,117.56654
3253,94.98143
3254,103.63848
3255,94.29302
3256,118.72141
3257,94.201164
3262,94.96322
3263,104.19663
3264,95.48285
3266,112.48671
3267,92.66181
3269,94.34303
3272,116.17148
3274,94.886635
3275,104.525764
3277,94.23127
3279,95.497734
3280,104.226295
3283,95.07949
3285,95.00204
3287,92.93598
3288,104.15898
3290,104.96355
3291,93.76257
3298,112.553665
3299,93.870605
3302,113.73899
3303,95.2651
3304,104.54949
3307,93.80041
3309,94.38322
3314,78.455284
3316,112.61847
3317,95.0988
3319,94.20494
3320,112.562416
3321,94.96735
3322,104.71574
3324,93.960266
3326,94.128426
3329,112.26727
3330,94.1011
3331,112.56655
3335,116.174576
3337,94.83955
3338,104.81015
3339,94.71477
3340,112.35168
3341,93.49559
3343,93.893394
3346,93.73548
3348,94.71698
3351,103.814514
3352,115.902794
3355,93.26036
3356,112.71941
3358,104.6231
3359,96.04355
3360,111.049835
3371,112.53655
3372,94.05103
3374,95.050705
3377,112.48285
3378,93.149826
3380,104.27725
3382,94.860535
3386,93.78386
3389,112.47485
3391,103.66305
3393,94.99524
3394,103.84902
3395,94.64538
3397,112.62427
3398,94.73934
3399,78.98383
3400,94.72385
3404,103.66107
3407,112.44938
3409,104.65414
3419,93.7848
3421,93.20221
3425,94.477684
3427,78.887474
3428,115.902794
3429,112.43303
3431,93.25044
3435,93.91117
3436,112.514336
3439,94.21096
3441,94.01584
3442,115.902794
3443,94.45539
3444,103.44855
3445,93.82483
3446,114.553955
3449,93.03464
3453,93.4184
3457,93.924515
3460,103.8103
3461,94.622185
3462,93.70367
3464,103.79412
3465,78.30429
3466,94.67101
3467,103.59372
3468,94.478584
3469,103.92159
3470,102.83598
3472,112.63033
3473,93.76878
3475,93.676186
3476,112.44938
3478,103.87438
3479,95.02836
3483,93.394936
3484,103.809814
3485,94.80798
3487,93.70398
3488,112.53601
3496,112.37043
3497,94.10208
3499,95.0159
3500,78.30429
3501,94.42337
3504,94.57103
3508,104.644455
3511,93.68521
3512,112.43625
3515,93.691154
3517,93.82483
3518,103.6291
3526,112.47469
3528,118.88365
3529,93.649124
3530,112.28542
3531,93.711975
3532,114.71735
3533,93.78963
3534,94.03216
3535,77.93298
3536,93.4532
3537,112.45099
3538,93.42763
3539,112.04715
3540,104.691025
3545,112.427826
3546,93.25716
3550,104.64276
3551,93.66319
3553,94.40397
3554,103.8103
3557,93.28091
3558,112.41507
3559,93.03464
3561,93.83942
3562,112.62427
3563,94.294685
3564,103.814514
3565,93.82483
3567,93.59555
3571,103.814514
3572,94.457375
3574,94.80283
3576,93.59863
3577,112.425896
3578,94.42337
3579,93.59863
3583,93.845184
3585,94.88971
3586,104.23127
3587,112.437584
3593,94.22484
3594,111.87407
3595,94.44183
3599,94.32257
3600,103.90351
3601,112.63033
3602,93.03464
3604,94.08907
3609,115.90075
3610,112.425415
3612,112.458176
